year,wage,num_emp,num_jobs,num_est,wage_avg,age_avg,bra_id,cnae_id,cbo_id,cbo_1,cbo_4,num_jobs_est,cbo_display,bra_rca,wld_rca,wage_growth,num_emp_growth,wage_growth_5,num_emp_growth_5
2002,31463.1,77,77,39,408.61,33.792,"4mg030000","g","7151","7","7151",2,"7151",false,false,,,,
2003,17340.63,36,36,10,481.68,35.278,"4mg030000","g","7151","7","7151",4,"7151",false,false,-0.449,-0.532,,
2004,26260.79,49,50,14,525.22,36.22,"4mg030000","g","7151","7","7151",4,"7151",false,false,0.514,0.361,,
2005,25258.8,39,39,16,647.66,34.436,"4mg030000","g","7151","7","7151",3,"7151",false,false,-0.038,-0.204,,
2006,116296.38,124,124,17,937.87,39.96,"4mg030000","g","7151","7","7151",8,"7151",false,false,3.604,2.179,,
2007,177562.63,171,171,25,1038.38,38.789,"4mg030000","g","7151","7","7151",7,"7151",false,false,0.527,0.379,0.414,0.173
2008,181197.57,158,158,21,1146.82,38.405,"4mg030000","g","7151","7","7151",8,"7151",false,false,0.02,-0.076,0.599,0.344
2009,188162.34,160,160,24,1176.02,38.575,"4mg030000","g","7151","7","7151",7,"7151",false,false,0.038,0.013,0.483,0.267
2010,217675.64,168,168,30,1295.69,39.083,"4mg030000","g","7151","7","7151",6,"7151",false,false,0.157,0.05,0.538,0.339
2011,78449.52,58,58,26,1352.58,38.379,"4mg030000","g","7151","7","7151",3,"7151",false,false,-0.64,-0.655,-0.076,-0.141
2012,84932.95,61,61,25,1392.34,37.443,"4mg030000","g","7151","7","7151",3,"7151",false,false,0.083,0.052,-0.137,-0.186
2013,95163,51,51,22,1865.94,35.804,"4mg030000","g","7151","7","7151",3,"7151",false,false,0.12,-0.164,-0.121,-0.202
2014,98521.87,65,65,25,1515.72,35.185,"4mg030000","g","7151","7","7151",3,"7151",false,false,-0.476,-0.594,0.007,0.05
2002,49548.34,111,112,75,442.4,38.455,"4mg030000","g","7152","7","7152",2,"7152",false,false,,,,
2003,62619.95,126,127,76,493.07,37.496,"4mg030000","g","7152","7","7152",2,"7152",false,false,0.264,0.135,,
2004,66038.77,127,127,79,519.99,37.465,"4mg030000","g","7152","7","7152",2,"7152",false,false,0.055,0.008,,
2005,83408.95,147,149,83,559.79,41.617,"4mg030000","g","7152","7","7152",2,"7152",false,false,0.263,0.157,,
2006,99529.15,165,165,92,603.21,39.6,"4mg030000","g","7152","7","7152",2,"7152",false,false,0.193,0.122,,
2007,112175.57,175,175,108,641,41.383,"4mg030000","g","7152","7","7152",2,"7152",false,false,0.127,0.061,0.178,0.095
2008,138830.96,199,199,115,697.64,41.121,"4mg030000","g","7152","7","7152",2,"7152",false,false,0.238,0.137,0.173,0.096
2009,161873.36,214,214,112,756.42,41.107,"4mg030000","g","7152","7","7152",2,"7152",false,false,0.166,0.075,0.196,0.11
2010,182277.42,206,206,110,884.84,40.437,"4mg030000","g","7152","7","7152",2,"7152",false,false,0.126,-0.037,0.169,0.07
2011,216206.07,219,219,112,987.24,40.137,"4mg030000","g","7152","7","7152",2,"7152",false,false,0.186,0.063,0.168,0.058
2012,293472.94,259,259,116,1133.1,41.015,"4mg030000","g","7152","7","7152",3,"7152",false,false,0.357,0.183,0.212,0.082
2013,275149.85,219,221,110,1245.02,39.52,"4mg030000","g","7152","7","7152",3,"7152",false,false,-0.062,-0.154,0.147,0.019
2014,222879.05,166,166,89,1342.65,40.241,"4mg030000","g","7152","7","7152",2,"7152",false,false,0.377,-0.224,-0.041,-0.054
2002,5418.18,16,16,5,338.64,32.875,"4mg030000","g","7153","7","7153",4,"7153",false,false,,,,
2003,3246.6,8,8,7,405.83,34.125,"4mg030000","g","7153","7","7153",2,"7153",false,false,-0.401,-0.5,,
2004,2293.98,6,6,5,382.33,35,"4mg030000","g","7153","7","7153",2,"7153",false,false,-0.293,-0.25,,
2005,2903.93,6,6,5,483.99,43.833,"4mg030000","g","7153","7","7153",2,"7153",false,false,0.266,0,,
2006,7405.76,14,14,6,528.98,37.357,"4mg030000","g","7153","7","7153",3,"7153",false,false,1.55,1.333,,
2007,5048.02,8,8,5,631,39.25,"4mg030000","g","7153","7","7153",2,"7153",false,false,-0.318,-0.429,-0.014,-0.129
2008,9693.33,17,17,7,570.2,36.647,"4mg030000","g","7153","7","7153",3,"7153",false,false,0.92,1.125,0.245,0.163
2009,20471.89,31,31,11,660.38,34.871,"4mg030000","g","7153","7","7153",3,"7153",false,false,1.112,0.824,0.549,0.389
2010,67087.43,73,73,20,919.01,34.178,"4mg030000","g","7153","7","7153",4,"7153",false,false,2.277,1.355,0.874,0.648
2011,31544,31,31,12,1017.55,37.355,"4mg030000","g","7153","7","7153",3,"7153",false,false,-0.53,-0.575,0.336,0.172
2012,49405.38,45,45,10,1097.9,36.467,"4mg030000","g","7153","7","7153",5,"7153",false,false,0.566,0.452,0.578,0.413
2013,33123.34,31,31,10,1068.5,36.129,"4mg030000","g","7153","7","7153",4,"7153",false,false,-0.33,-0.311,0.279,0.128
2014,25135.58,21,21,9,1196.93,39.857,"4mg030000","g","7153","7","7153",3,"7153",false,false,0.228,-0.323,-0.054,-0.075
2003,2648.38,6,6,4,441.4,40.167,"4mg030000","g","7154","7","7154",2,"7154",false,false,,,,
2004,2948.42,6,6,5,491.4,36.667,"4mg030000","g","7154","7","7154",2,"7154",false,false,0.113,0,,
2005,3415.64,6,6,4,569.27,34,"4mg030000","g","7154","7","7154",2,"7154",false,false,0.158,0,,
2006,4700.28,4,4,3,1175.07,34.5,"4mg030000","g","7154","7","7154",2,"7154",false,false,0.376,-0.333,,
2007,6907.3,7,7,6,986.76,43.857,"4mg030000","g","7154","7","7154",2,"7154",false,false,0.47,0.75,,
2008,6717.56,4,4,3,1679.39,39.75,"4mg030000","g","7154","7","7154",2,"7154",false,false,-0.027,-0.429,0.205,-0.078
2009,8833.79,6,6,4,1472.3,35.333,"4mg030000","g","7154","7","7154",2,"7154",false,false,0.315,0.5,0.245,0
2010,16972.79,18,18,8,942.93,37.111,"4mg030000","g","7154","7","7154",3,"7154",false,false,0.921,2,0.378,0.246
2011,27609.49,19,19,11,1453.13,33.105,"4mg030000","g","7154","7","7154",2,"7154",false,false,0.627,0.056,0.425,0.366
2012,38771.64,22,22,12,1762.35,36.591,"4mg030000","g","7154","7","7154",2,"7154",false,false,0.404,0.158,0.412,0.257
2013,25071.71,10,10,6,2507.17,34.4,"4mg030000","g","7154","7","7154",2,"7154",false,false,-0.353,-0.545,0.301,0.201
2014,22834.74,10,10,7,2283.47,39.7,"4mg030000","g","7154","7","7154",2,"7154",false,false,1.585,0.667,-0.019,0
2002,20133.36,50,50,20,402.67,34.76,"4mg030000","g","7155","7","7155",3,"7155",false,false,,,,
2003,21413.87,48,48,23,446.12,34.542,"4mg030000","g","7155","7","7155",3,"7155",false,false,0.064,-0.04,,
2004,35345.82,75,75,26,471.28,35.093,"4mg030000","g","7155","7","7155",3,"7155",false,false,0.651,0.562,,
2005,38516.13,74,75,28,513.55,34.92,"4mg030000","g","7155","7","7155",3,"7155",false,false,0.09,-0.013,,
2006,34028.98,63,63,27,540.14,35.825,"4mg030000","g","7155","7","7155",3,"7155",false,false,-0.117,-0.149,,
2007,45762,77,77,33,594.31,37.792,"4mg030000","g","7155","7","7155",3,"7155",false,false,0.345,0.222,0.178,0.09
2008,53153.62,74,74,33,718.29,36.162,"4mg030000","g","7155","7","7155",3,"7155",false,false,0.162,-0.039,0.199,0.09
2009,56843.91,75,75,26,757.92,40.6,"4mg030000","g","7155","7","7155",3,"7155",false,false,0.069,0.014,0.1,0
2010,73920.47,90,90,38,821.34,37.367,"4mg030000","g","7155","7","7155",3,"7155",false,false,0.3,0.2,0.139,0.04
2011,95867.99,101,101,41,949.19,37.416,"4mg030000","g","7155","7","7155",3,"7155",false,false,0.297,0.122,0.23,0.099
2012,112152.49,100,100,43,1121.53,39.29,"4mg030000","g","7155","7","7155",3,"7155",false,false,0.17,-0.01,0.196,0.054
2013,97633.88,81,81,38,1205.36,39.938,"4mg030000","g","7155","7","7155",3,"7155",false,false,-0.129,-0.19,0.129,0.018
2014,94522.64,68,68,33,1390.04,41.471,"4mg030000","g","7155","7","7155",3,"7155",false,false,0.663,-0.093,-0.006,-0.034
2002,103905.01,231,231,105,449.81,30.216,"4mg030000","g","7156","7","7156",3,"7156",false,false,,,,
2003,66280.1,146,147,84,450.89,31.177,"4mg030000","g","7156","7","7156",2,"7156",false,false,-0.362,-0.368,,
2004,100355.42,199,199,76,504.3,32.156,"4mg030000","g","7156","7","7156",3,"7156",false,false,0.514,0.363,,
2005,112975.4,199,199,82,567.72,32.653,"4mg030000","g","7156","7","7156",3,"7156",false,false,0.126,0,,
2006,100147.84,165,165,87,606.96,32.327,"4mg030000","g","7156","7","7156",2,"7156",false,false,-0.114,-0.171,,
2007,113694.07,176,176,88,645.99,31.483,"4mg030000","g","7156","7","7156",2,"7156",false,false,0.135,0.067,0.018,-0.053
2008,125337.39,165,165,93,759.62,32.788,"4mg030000","g","7156","7","7156",2,"7156",false,false,0.102,-0.062,0.136,0.025
2009,172976.24,214,214,109,808.3,33.533,"4mg030000","g","7156","7","7156",2,"7156",false,false,0.38,0.297,0.115,0.015
2010,203334.66,220,220,109,924.25,33.686,"4mg030000","g","7156","7","7156",3,"7156",false,false,0.176,0.028,0.125,0.02
2011,220250.85,220,220,105,1001.14,32.855,"4mg030000","g","7156","7","7156",3,"7156",false,false,0.083,0,0.171,0.059
2012,345812.58,280,280,114,1235.05,33.139,"4mg030000","g","7156","7","7156",3,"7156",false,false,0.57,0.273,0.249,0.097
2013,278985.98,211,211,109,1322.21,34.261,"4mg030000","g","7156","7","7156",2,"7156",false,false,-0.193,-0.246,0.174,0.05
2014,259355.96,169,169,95,1534.65,34.982,"4mg030000","g","7156","7","7156",2,"7156",false,false,0.499,-0.21,-0.014,-0.043
2002,5609.43,8,8,5,701.18,34.25,"4mg030000","g","7157","7","7157",2,"7157",false,false,,,,
2003,10595.7,29,29,17,365.37,29.448,"4mg030000","g","7157","7","7157",2,"7157",false,false,0.889,2.625,,
2004,8837.2,20,20,17,441.86,28.2,"4mg030000","g","7157","7","7157",2,"7157",false,false,-0.166,-0.31,,
2005,20697.13,39,39,21,530.7,26.641,"4mg030000","g","7157","7","7157",2,"7157",false,false,1.342,0.95,,
2006,23615.81,43,43,23,549.21,27.86,"4mg030000","g","7157","7","7157",2,"7157",false,false,0.141,0.103,,
2007,23277.87,39,39,22,596.87,27.949,"4mg030000","g","7157","7","7157",2,"7157",false,false,-0.014,-0.093,0.329,0.373
2008,35990.66,45,45,23,799.79,29.8,"4mg030000","g","7157","7","7157",2,"7157",false,false,0.546,0.154,0.277,0.092
2009,43159.2,45,45,19,959.09,29.778,"4mg030000","g","7157","7","7157",3,"7157",false,false,0.199,0,0.373,0.176
2010,48458.02,53,53,19,914.3,29.226,"4mg030000","g","7157","7","7157",3,"7157",false,false,0.123,0.178,0.185,0.063
2011,66332.96,71,71,27,934.27,28.775,"4mg030000","g","7157","7","7157",3,"7157",false,false,0.369,0.34,0.229,0.105
2012,84029.96,68,68,29,1235.74,30.632,"4mg030000","g","7157","7","7157",3,"7157",false,false,0.267,-0.042,0.293,0.118
2013,67005,48,48,19,1395.94,31.604,"4mg030000","g","7157","7","7157",3,"7157",false,false,-0.203,-0.294,0.132,0.013
2014,75149.17,55,55,22,1366.35,34.655,"4mg030000","g","7157","7","7157",3,"7157",false,false,0.741,0.222,0.023,0.028
2002,1334.42,3,3,3,444.81,29,"4mg030000","g","7161","7","7161",1,"7161",false,false,,,,
2003,12833.16,26,26,12,493.58,31.308,"4mg030000","g","7161","7","7161",3,"7161",false,false,8.617,7.667,,
2004,19972.74,40,40,11,499.32,29.05,"4mg030000","g","7161","7","7161",4,"7161",false,false,0.556,0.538,,
2005,27364.29,54,54,16,506.75,29.704,"4mg030000","g","7161","7","7161",4,"7161",false,false,0.37,0.35,,
2006,21185.6,35,35,12,605.3,33.114,"4mg030000","g","7161","7","7161",3,"7161",false,false,-0.226,-0.352,,
2007,21115.34,33,33,13,639.86,31.667,"4mg030000","g","7161","7","7161",3,"7161",false,false,-0.003,-0.057,0.737,0.615
2008,22836.86,32,32,12,713.65,32.781,"4mg030000","g","7161","7","7161",3,"7161",false,false,0.082,-0.03,0.122,0.042
2009,30262.82,40,40,13,756.57,31,"4mg030000","g","7161","7","7161",4,"7161",false,false,0.325,0.25,0.087,0
2010,27505.22,33,33,10,833.49,31.091,"4mg030000","g","7161","7","7161",4,"7161",false,false,-0.091,-0.175,0.001,-0.094
2011,38436.66,39,39,15,985.56,33.718,"4mg030000","g","7161","7","7161",3,"7161",false,false,0.397,0.182,0.127,0.022
2012,39336.09,36,36,16,1092.67,35.528,"4mg030000","g","7161","7","7161",3,"7161",false,false,0.023,-0.077,0.133,0.018
2013,36280.36,31,31,13,1170.33,36.645,"4mg030000","g","7161","7","7161",3,"7161",false,false,-0.078,-0.139,0.097,-0.006
2014,40292.27,29,29,13,1389.39,38.69,"4mg030000","g","7161","7","7161",3,"7161",false,false,0.331,-0.275,0.021,-0.013
2002,1168.2,3,3,1,389.4,34,"4mg030000","g","7162","7","7162",3,"7162",false,false,,,,
2003,2427.92,6,6,3,404.65,27.833,"4mg030000","g","7162","7","7162",2,"7162",false,false,1.078,1,,
2004,2376.5,5,5,3,475.3,34,"4mg030000","g","7162","7","7162",2,"7162",false,false,-0.021,-0.167,,
2005,1361.03,3,3,2,453.68,35,"4mg030000","g","7162","7","7162",2,"7162",false,false,-0.427,-0.4,,
2006,1361.55,3,3,2,453.85,32.333,"4mg030000","g","7162","7","7162",2,"7162",false,false,0,0,,
2007,1191.17,2,2,2,595.59,24.5,"4mg030000","g","7162","7","7162",1,"7162",false,false,-0.125,-0.333,0.004,-0.078
2008,911.17,2,2,1,455.59,32.5,"4mg030000","g","7162","7","7162",2,"7162",false,false,-0.235,0,-0.178,-0.197
2009,1000.96,2,2,1,500.48,33.5,"4mg030000","g","7162","7","7162",2,"7162",false,false,0.099,0,-0.159,-0.167
2010,2537.05,3,3,2,845.68,35.333,"4mg030000","g","7162","7","7162",2,"7162",false,false,1.535,0.5,0.133,0
2002,89741.35,234,234,84,383.51,32.372,"4mg030000","g","7163","7","7163",3,"7163",false,false,,,,
2003,134935.62,286,286,100,471.8,32.871,"4mg030000","g","7163","7","7163",3,"7163",false,false,0.504,0.222,,
2004,136330.45,266,266,102,512.52,33.673,"4mg030000","g","7163","7","7163",3,"7163",false,false,0.01,-0.07,,
2005,171022.5,312,312,113,548.15,33.75,"4mg030000","g","7163","7","7163",3,"7163",false,false,0.254,0.173,,
2006,171644.72,298,298,116,575.99,34,"4mg030000","g","7163","7","7163",3,"7163",false,false,0.004,-0.045,,
2007,194487.62,324,324,116,600.27,32.969,"4mg030000","g","7163","7","7163",3,"7163",false,false,0.133,0.087,0.167,0.067
2008,265608.95,376,376,123,706.41,33.157,"4mg030000","g","7163","7","7163",4,"7163",false,false,0.366,0.16,0.145,0.056
2009,313499.27,416,416,131,753.6,33.772,"4mg030000","g","7163","7","7163",4,"7163",false,false,0.18,0.106,0.181,0.094
2010,381175.58,455,456,141,835.91,33.421,"4mg030000","g","7163","7","7163",4,"7163",false,false,0.216,0.094,0.174,0.078
2011,399279.7,422,422,142,946.16,33.896,"4mg030000","g","7163","7","7163",3,"7163",false,false,0.047,-0.073,0.184,0.072
2012,486330.26,467,468,167,1039.17,32.979,"4mg030000","g","7163","7","7163",3,"7163",false,false,0.218,0.107,0.201,0.076
2013,529505.53,450,450,146,1176.68,33.153,"4mg030000","g","7163","7","7163",4,"7163",false,false,0.089,-0.036,0.148,0.037
2014,582296.01,444,444,144,1311.48,34.054,"4mg030000","g","7163","7","7163",4,"7163",false,false,0.857,0.067,0.019,-0.003
2002,25099.07,63,63,9,398.4,29.746,"4mg030000","g","7164","7","7164",7,"7164",false,false,,,,
2003,21557.8,49,49,12,439.96,31.286,"4mg030000","g","7164","7","7164",5,"7164",false,false,-0.141,-0.222,,
2004,24369.17,51,51,12,477.83,32.529,"4mg030000","g","7164","7","7164",5,"7164",false,false,0.13,0.041,,
2005,27861.71,54,54,14,515.96,33.056,"4mg030000","g","7164","7","7164",4,"7164",false,false,0.143,0.059,,
2006,52416.49,84,84,20,624.01,31.107,"4mg030000","g","7164","7","7164",5,"7164",false,false,0.881,0.556,,
2007,44449.99,74,74,19,600.68,31.135,"4mg030000","g","7164","7","7164",4,"7164",false,false,-0.152,-0.119,0.121,0.033
2008,53849.49,85,85,18,633.52,30.282,"4mg030000","g","7164","7","7164",5,"7164",false,false,0.211,0.149,0.201,0.116
2009,72876.78,103,103,18,707.54,30.612,"4mg030000","g","7164","7","7164",6,"7164",false,false,0.353,0.212,0.245,0.151
2010,81580.08,113,113,26,721.95,31.708,"4mg030000","g","7164","7","7164",5,"7164",false,false,0.119,0.097,0.24,0.159
2011,116613.63,151,151,32,772.28,30.179,"4mg030000","g","7164","7","7164",5,"7164",false,false,0.429,0.336,0.173,0.124
2012,122993.52,137,137,25,897.76,30.321,"4mg030000","g","7164","7","7164",6,"7164",false,false,0.055,-0.093,0.226,0.131
2013,145863.4,145,145,29,1005.95,30.959,"4mg030000","g","7164","7","7164",5,"7164",false,false,0.186,0.058,0.221,0.113
2014,91286.57,80,80,22,1141.08,32.487,"4mg030000","g","7164","7","7164",4,"7164",false,false,0.253,-0.223,-0.089,-0.112
2002,40702.96,111,111,51,366.69,32.396,"4mg030000","g","7165","7","7165",3,"7165",false,false,,,,
2003,26094.25,63,63,29,414.19,32.937,"4mg030000","g","7165","7","7165",3,"7165",false,false,-0.359,-0.432,,
2004,27727.94,62,62,29,447.23,36.032,"4mg030000","g","7165","7","7165",3,"7165",false,false,0.063,-0.016,,
2005,22312.26,46,46,24,485.05,35.109,"4mg030000","g","7165","7","7165",2,"7165",false,false,-0.195,-0.258,,
2006,17266.62,33,33,17,523.23,33.758,"4mg030000","g","7165","7","7165",2,"7165",false,false,-0.226,-0.283,,
2007,18784.58,33,33,20,569.23,34.485,"4mg030000","g","7165","7","7165",2,"7165",false,false,0.088,0,-0.143,-0.215
2008,30364.36,47,47,26,646.05,36.809,"4mg030000","g","7165","7","7165",2,"7165",false,false,0.616,0.424,0.031,-0.057
2009,31889.49,43,43,22,741.62,37.442,"4mg030000","g","7165","7","7165",2,"7165",false,false,0.05,-0.085,0.028,-0.071
2010,37332.88,48,48,24,777.77,34.667,"4mg030000","g","7165","7","7165",2,"7165",false,false,0.171,0.116,0.108,0.009
2011,38129.19,39,39,24,977.67,36.385,"4mg030000","g","7165","7","7165",2,"7165",false,false,0.021,-0.188,0.172,0.034
2012,51997.85,46,46,25,1130.39,35.978,"4mg030000","g","7165","7","7165",2,"7165",false,false,0.364,0.179,0.226,0.069
2013,61524.79,49,49,20,1255.61,36.837,"4mg030000","g","7165","7","7165",3,"7165",false,false,0.183,0.065,0.152,0.008
2014,70934.55,45,45,24,1576.32,37.022,"4mg030000","g","7165","7","7165",2,"7165",false,false,1.224,0.047,0.029,-0.017
2002,13693.52,33,33,25,414.96,35,"4mg030000","g","7166","7","7166",2,"7166",false,false,,,,
2003,23487.78,57,57,37,412.07,32.895,"4mg030000","g","7166","7","7166",2,"7166",false,false,0.715,0.727,,
2004,29349.51,65,65,46,451.53,30.123,"4mg030000","g","7166","7","7166",2,"7166",false,false,0.25,0.14,,
2005,35947.07,73,73,49,492.43,33.342,"4mg030000","g","7166","7","7166",2,"7166",false,false,0.225,0.123,,
2006,32243.26,55,55,36,586.24,37.4,"4mg030000","g","7166","7","7166",2,"7166",false,false,-0.103,-0.247,,
2007,39154.36,70,71,44,551.47,35.479,"4mg030000","g","7166","7","7166",2,"7166",false,false,0.214,0.273,0.234,0.162
2008,43179.31,74,74,46,583.5,34.162,"4mg030000","g","7166","7","7166",2,"7166",false,false,0.103,0.057,0.13,0.054
2009,55352.3,75,75,47,738.03,36.347,"4mg030000","g","7166","7","7166",2,"7166",false,false,0.282,0.014,0.135,0.029
2010,66085.19,83,83,41,796.21,38.675,"4mg030000","g","7166","7","7166",3,"7166",false,false,0.194,0.107,0.13,0.026
2011,83088.9,87,87,47,955.05,36.011,"4mg030000","g","7166","7","7166",2,"7166",false,false,0.257,0.048,0.208,0.096
2012,113575.76,111,111,57,1023.21,37.721,"4mg030000","g","7166","7","7166",2,"7166",false,false,0.367,0.276,0.237,0.097
2013,124009.68,120,120,59,1033.41,35.633,"4mg030000","g","7166","7","7166",3,"7166",false,false,0.092,0.081,0.235,0.102
2014,115796.64,100,100,60,1157.97,35.89,"4mg030000","g","7166","7","7166",2,"7166",false,false,1.092,0.333,-0.014,-0.036
2002,33117.61,108,114,56,290.51,29.509,"4mg030000","g","7170","7","7170",3,"7170",false,false,,,,
2003,169768.62,405,405,157,419.18,29.98,"4mg030000","g","7170","7","7170",3,"7170",false,false,4.126,2.75,,
2004,211067.49,445,446,164,473.25,30.543,"4mg030000","g","7170","7","7170",3,"7170",false,false,0.243,0.099,,
2005,151139.83,378,378,169,399.84,31.437,"4mg030000","g","7170","7","7170",3,"7170",false,false,-0.284,-0.151,,
2006,197360.62,431,431,172,457.91,31.401,"4mg030000","g","7170","7","7170",3,"7170",false,false,0.306,0.14,,
2007,196359.83,414,414,181,474.3,32.478,"4mg030000","g","7170","7","7170",3,"7170",false,false,-0.005,-0.039,0.428,0.308
2008,252573.13,484,485,167,520.77,31.998,"4mg030000","g","7170","7","7170",3,"7170",false,false,0.286,0.169,0.083,0.036
2009,322494.95,564,564,198,571.8,32.927,"4mg030000","g","7170","7","7170",3,"7170",false,false,0.277,0.165,0.088,0.049
2010,343264.97,560,561,202,611.88,32.743,"4mg030000","g","7170","7","7170",3,"7170",false,false,0.064,-0.007,0.178,0.082
2011,335852.6,473,473,184,710.05,32.615,"4mg030000","g","7170","7","7170",3,"7170",false,false,-0.022,-0.155,0.112,0.019
2012,433216.37,553,553,211,783.39,33.389,"4mg030000","g","7170","7","7170",3,"7170",false,false,0.29,0.169,0.171,0.06
2013,366560.94,420,421,184,870.69,33.884,"4mg030000","g","7170","7","7170",3,"7170",false,false,-0.154,-0.241,0.077,-0.028
2014,291240.53,312,312,153,933.46,33.965,"4mg030000","g","7170","7","7170",3,"7170",false,false,-0.097,-0.447,-0.045,-0.058
2002,18115.51,43,43,26,421.29,32.767,"4mg030000","g","7201","7","7201",2,"7201",false,false,,,,
2003,12739.89,19,19,9,670.52,27.579,"4mg030000","g","7201","7","7201",3,"7201",false,false,-0.297,-0.558,,
2004,19886.31,23,23,14,864.62,31.783,"4mg030000","g","7201","7","7201",2,"7201",false,false,0.561,0.211,,
2005,23737.18,20,20,15,1186.86,33,"4mg030000","g","7201","7","7201",2,"7201",false,false,0.194,-0.13,,
2006,21358.14,26,26,19,821.47,31.808,"4mg030000","g","7201","7","7201",2,"7201",false,false,-0.1,0.3,,
2007,25535.38,27,27,17,945.76,34.704,"4mg030000","g","7201","7","7201",2,"7201",false,false,0.196,0.038,0.071,-0.089
2008,25974.33,22,22,14,1180.65,35.364,"4mg030000","g","7201","7","7201",2,"7201",false,false,0.017,-0.185,0.153,0.03
2009,67503.68,21,21,13,3214.46,41.667,"4mg030000","g","7201","7","7201",2,"7201",false,false,1.599,-0.045,0.277,-0.018
2010,94471.85,27,27,16,3498.96,39.741,"4mg030000","g","7201","7","7201",2,"7201",false,false,0.4,0.286,0.318,0.062
2011,119443.76,26,26,15,4593.99,40.154,"4mg030000","g","7201","7","7201",2,"7201",false,false,0.264,-0.037,0.411,0
2012,141206.13,28,28,18,5043.08,42.893,"4mg030000","g","7201","7","7201",2,"7201",false,false,0.182,0.077,0.408,0.007
2013,171373.13,45,45,25,3808.29,40.222,"4mg030000","g","7201","7","7201",2,"7201",false,false,0.214,0.607,0.458,0.154
2014,84694.39,32,32,25,2646.7,40.625,"4mg030000","g","7201","7","7201",2,"7201",false,false,0.255,0.524,-0.131,-0.066
2002,1551.33,3,3,3,517.11,38.333,"4mg030000","g","7202","7","7202",1,"7202",false,false,,,,
